"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","32","Espírito Santo","2017","29 Fabricação de veículos automotores, reboques e carrocerias","98514","Mil Reais"
"UF","32","Espírito Santo","2018","Total","22854753","Mil Reais"
"UF","32","Espírito Santo","2018","B Indústrias extrativas","1660030","Mil Reais"
"UF","32","Espírito Santo","2018","C Indústrias de transformação","21194723","Mil Reais"
"UF","32","Espírito Santo","2018","10 Fabricação de produtos alimentícios","4532292","Mil Reais"
"UF","32","Espírito Santo","2018","20 Fabricação de produtos químicos","888119","Mil Reais"
"UF","32","Espírito Santo","2018","24 Metalurgia","8120944","Mil Reais"
"UF","32","Espírito Santo","2018","29 Fabricação de veículos automotores, reboques e carrocerias","165351","Mil Reais"
"UF","32","Espírito Santo","2019","Total","21387288","Mil Reais"
"UF","32","Espírito Santo","2019","B Indústrias extrativas","1599142","Mil Reais"
"UF","32","Espírito Santo","2019","C Indústrias de transformação","19788146","Mil Reais"
"UF","32","Espírito Santo","2019","10 Fabricação de produtos alimentícios","4627470","Mil Reais"
"UF","32","Espírito Santo","2019","20 Fabricação de produtos químicos","1024731","Mil Reais"
"UF","32","Espírito Santo","2019","24 Metalurgia","7160063","Mil Reais"
"UF","32","Espírito Santo","2019","29 Fabricação de veículos automotores, reboques e carrocerias","130755","Mil Reais"
"UF","32","Espírito Santo","2020","Total","21393169","Mil Reais"
"UF","32","Espírito Santo","2020","B Indústrias extrativas","1836767","Mil Reais"
"UF","32","Espírito Santo","2020","C Indústrias de transformação","19556402","Mil Reais"
"UF","32","Espírito Santo","2020","10 Fabricação de produtos alimentícios","5026354","Mil Reais"
"UF","32","Espírito Santo","2020","20 Fabricação de produtos químicos","1098876","Mil Reais"
"UF","32","Espírito Santo","2020","24 Metalurgia","4504441","Mil Reais"
"UF","32","Espírito Santo","2020","29 Fabricação de veículos automotores, reboques e carrocerias","252575","Mil Reais"
"UF","32","Espírito Santo","2021","Total","38531709","Mil Reais"
"UF","32","Espírito Santo","2021","B Indústrias extrativas","5459962","Mil Reais"
"UF","32","Espírito Santo","2021","C Indústrias de transformação","33071747","Mil Reais"
"UF","32","Espírito Santo","2021","10 Fabricação de produtos alimentícios","6011416","Mil Reais"
"UF","32","Espírito Santo","2021","20 Fabricação de produtos químicos","1889523","Mil Reais"
"UF","32","Espírito Santo","2021","24 Metalurgia","12878601","Mil Reais"
"UF","32","Espírito Santo","2021","29 Fabricação de veículos automotores, reboques e carrocerias","364356","Mil Reais"
"UF","32","Espírito Santo","2022","Total","50573593","Mil Reais"
"UF","32","Espírito Santo","2022","B Indústrias extrativas","13925429","Mil Reais"
"UF","32","Espírito Santo","2022","C Indústrias de transformação","36648164","Mil Reais"
"UF","32","Espírito Santo","2022","10 Fabricação de produtos alimentícios","7625205","Mil Reais"
"UF","32","Espírito Santo","2022","20 Fabricação de produtos químicos","2226663","Mil Reais"
"UF","32","Espírito Santo","2022","24 Metalurgia","12453470","Mil Reais"
"UF","32","Espírito Santo","2022","29 Fabricação de veículos automotores, reboques e carrocerias","655765","Mil Reais"
"UF","32","Espírito Santo","2023","Total","44434858","Mil Reais"
"UF","32","Espírito Santo","2023","B Indústrias extrativas","8416490","Mil Reais"
"UF","32","Espírito Santo","2023","C Indústrias de transformação","36018368","Mil Reais"
"UF","32","Espírito Santo","2023","10 Fabricação de produtos alimentícios","8525708","Mil Reais"
"UF","32","Espírito Santo","2023","20 Fabricação de produtos químicos","1869745","Mil Reais"
"UF","32","Espírito Santo","2023","24 Metalurgia","11101551","Mil Reais"
"UF","32","Espírito Santo","2023","29 Fabricação de veículos automotores, reboques e carrocerias","825945","Mil Reais"
"UF","33","Rio de Janeiro","2007","Total","33202582","Mil Reais"
"UF","33","Rio de Janeiro","2007","B Indústrias extrativas","777072","Mil Reais"
"UF","33","Rio de Janeiro","2007","C Indústrias de transformação","32425510","Mil Reais"
"UF","33","Rio de Janeiro","2007","10 Fabricação de produtos alimentícios","2254932","Mil Reais"
"UF","33","Rio de Janeiro","2007","20 Fabricação de produtos químicos","4957924","Mil Reais"
"UF","33","Rio de Janeiro","2007","24 Metalurgia","4750491","Mil Reais"
"UF","33","Rio de Janeiro","2007","29 Fabricação de veículos automotores, reboques e carrocerias","4944078","Mil Reais"
"UF","33","Rio de Janeiro","2008","Total","40927334","Mil Reais"
"UF","33","Rio de Janeiro","2008","B Indústrias extrativas","738120","Mil Reais"
"UF","33","Rio de Janeiro","2008","C Indústrias de transformação","40189214","Mil Reais"
"UF","33","Rio de Janeiro","2008","10 Fabricação de produtos alimentícios","2637897","Mil Reais"
"UF","33","Rio de Janeiro","2008","20 Fabricação de produtos químicos","5900992","Mil Reais"
"UF","33","Rio de Janeiro","2008","24 Metalurgia","5992005","Mil Reais"
"UF","33","Rio de Janeiro","2008","29 Fabricação de veículos automotores, reboques e carrocerias","7147309","Mil Reais"
"UF","33","Rio de Janeiro","2009","Total","38015722","Mil Reais"
"UF","33","Rio de Janeiro","2009","B Indústrias extrativas","668133","Mil Reais"
"UF","33","Rio de Janeiro","2009","C Indústrias de transformação","37347590","Mil Reais"
"UF","33","Rio de Janeiro","2009","10 Fabricação de produtos alimentícios","2711061","Mil Reais"
"UF","33","Rio de Janeiro","2009","20 Fabricação de produtos químicos","5613323","Mil Reais"
"UF","33","Rio de Janeiro","2009","24 Metalurgia","4782288","Mil Reais"
"UF","33","Rio de Janeiro","2009","29 Fabricação de veículos automotores, reboques e carrocerias","6575612","Mil Reais"
"UF","33","Rio de Janeiro","2010","Total","42641385","Mil Reais"
"UF","33","Rio de Janeiro","2010","B Indústrias extrativas","385480","Mil Reais"
"UF","33","Rio de Janeiro","2010","C Indústrias de transformação","42255905","Mil Reais"
"UF","33","Rio de Janeiro","2010","10 Fabricação de produtos alimentícios","3208511","Mil Reais"
"UF","33","Rio de Janeiro","2010","20 Fabricação de produtos químicos","5679049","Mil Reais"
"UF","33","Rio de Janeiro","2010","24 Metalurgia","4474917","Mil Reais"
"UF","33","Rio de Janeiro","2010","29 Fabricação de veículos automotores, reboques e carrocerias","9261886","Mil Reais"
"UF","33","Rio de Janeiro","2011","Total","51498204","Mil Reais"
"UF","33","Rio de Janeiro","2011","B Indústrias extrativas","504879","Mil Reais"
"UF","33","Rio de Janeiro","2011","C Indústrias de transformação","50993325","Mil Reais"
"UF","33","Rio de Janeiro","2011","10 Fabricação de produtos alimentícios","3323335","Mil Reais"
"UF","33","Rio de Janeiro","2011","20 Fabricação de produtos químicos","6119771","Mil Reais"
"UF","33","Rio de Janeiro","2011","24 Metalurgia","8508435","Mil Reais"
"UF","33","Rio de Janeiro","2011","29 Fabricação de veículos automotores, reboques e carrocerias","10396213","Mil Reais"
"UF","33","Rio de Janeiro","2012","Total","55537081","Mil Reais"
"UF","33","Rio de Janeiro","2012","B Indústrias extrativas","737173","Mil Reais"
"UF","33","Rio de Janeiro","2012","C Indústrias de transformação","54799908","Mil Reais"
"UF","33","Rio de Janeiro","2012","10 Fabricação de produtos alimentícios","4007103","Mil Reais"
"UF","33","Rio de Janeiro","2012","20 Fabricação de produtos químicos","7234507","Mil Reais"
"UF","33","Rio de Janeiro","2012","24 Metalurgia","8434625","Mil Reais"
"UF","33","Rio de Janeiro","2012","29 Fabricação de veículos automotores, reboques e carrocerias","7793299","Mil Reais"
"UF","33","Rio de Janeiro","2013","Total","63542709","Mil Reais"
"UF","33","Rio de Janeiro","2013","B Indústrias extrativas","705895","Mil Reais"
"UF","33","Rio de Janeiro","2013","C Indústrias de transformação","62836814","Mil Reais"
"UF","33","Rio de Janeiro","2013","10 Fabricação de produtos alimentícios","4638087","Mil Reais"
"UF","33","Rio de Janeiro","2013","20 Fabricação de produtos químicos","7911799","Mil Reais"
"UF","33","Rio de Janeiro","2013","24 Metalurgia","9452930","Mil Reais"
"UF","33","Rio de Janeiro","2013","29 Fabricação de veículos automotores, reboques e carrocerias","10052540","Mil Reais"
"UF","33","Rio de Janeiro","2014","Total","70848679","Mil Reais"
"UF","33","Rio de Janeiro","2014","B Indústrias extrativas","1594768","Mil Reais"
"UF","33","Rio de Janeiro","2014","C Indústrias de transformação","69253911","Mil Reais"
"UF","33","Rio de Janeiro","2014","10 Fabricação de produtos alimentícios","4838682","Mil Reais"
"UF","33","Rio de Janeiro","2014","20 Fabricação de produtos químicos","9227999","Mil Reais"
"UF","33","Rio de Janeiro","2014","24 Metalurgia","11885923","Mil Reais"
"UF","33","Rio de Janeiro","2014","29 Fabricação de veículos automotores, reboques e carrocerias","9217701","Mil Reais"
"UF","33","Rio de Janeiro","2015","Total","65676859","Mil Reais"
"UF","33","Rio de Janeiro","2015","B Indústrias extrativas","1646959","Mil Reais"
"UF","33","Rio de Janeiro","2015","C Indústrias de transformação","64029900","Mil Reais"
"UF","33","Rio de Janeiro","2015","10 Fabricação de produtos alimentícios","4515961","Mil Reais"
"UF","33","Rio de Janeiro","2015","20 Fabricação de produtos químicos","7784508","Mil Reais"
"UF","33","Rio de Janeiro","2015","24 Metalurgia","10446979","Mil Reais"
"UF","33","Rio de Janeiro","2015","29 Fabricação de veículos automotores, reboques e carrocerias","6523150","Mil Reais"
"UF","33","Rio de Janeiro","2016","Total","67430455","Mil Reais"
"UF","33","Rio de Janeiro","2016","B Indústrias extrativas","1095349","Mil Reais"
"UF","33","Rio de Janeiro","2016","C Indústrias de transformação","66335106","Mil Reais"
"UF","33","Rio de Janeiro","2016","10 Fabricação de produtos alimentícios","5273074","Mil Reais"
"UF","33","Rio de Janeiro","2016","20 Fabricação de produtos químicos","9185125","Mil Reais"
"UF","33","Rio de Janeiro","2016","24 Metalurgia","9703116","Mil Reais"
"UF","33","Rio de Janeiro","2016","29 Fabricação de veículos automotores, reboques e carrocerias","6836793","Mil Reais"
"UF","33","Rio de Janeiro","2017","Total","70524948","Mil Reais"
"UF","33","Rio de Janeiro","2017","B Indústrias extrativas","933214","Mil Reais"
"UF","33","Rio de Janeiro","2017","C Indústrias de transformação","69591734","Mil Reais"
"UF","33","Rio de Janeiro","2017","10 Fabricação de produtos alimentícios","5447617","Mil Reais"
"UF","33","Rio de Janeiro","2017","20 Fabricação de produtos químicos","8847380","Mil Reais"
"UF","33","Rio de Janeiro","2017","24 Metalurgia","11976128","Mil Reais"
"UF","33","Rio de Janeiro","2017","29 Fabricação de veículos automotores, reboques e carrocerias","9536265","Mil Reais"
"UF","33","Rio de Janeiro","2018","Total","86367296","Mil Reais"
"UF","33","Rio de Janeiro","2018","B Indústrias extrativas","2931584","Mil Reais"
"UF","33","Rio de Janeiro","2018","C Indústrias de transformação","83435712","Mil Reais"
"UF","33","Rio de Janeiro","2018","10 Fabricação de produtos alimentícios","5610534","Mil Reais"
"UF","33","Rio de Janeiro","2018","20 Fabricação de produtos químicos","8723255","Mil Reais"
"UF","33","Rio de Janeiro","2018","24 Metalurgia","16958950","Mil Reais"
"UF","33","Rio de Janeiro","2018","29 Fabricação de veículos automotores, reboques e carrocerias","12078699","Mil Reais"
"UF","33","Rio de Janeiro","2019","Total","89875869","Mil Reais"
"UF","33","Rio de Janeiro","2019","B Indústrias extrativas","5274712","Mil Reais"
"UF","33","Rio de Janeiro","2019","C Indústrias de transformação","84601157","Mil Reais"
"UF","33","Rio de Janeiro","2019","10 Fabricação de produtos alimentícios","5877193","Mil Reais"
"UF","33","Rio de Janeiro","2019","20 Fabricação de produtos químicos","9928402","Mil Reais"
"UF","33","Rio de Janeiro","2019","24 Metalurgia","17438544","Mil Reais"
"UF","33","Rio de Janeiro","2019","29 Fabricação de veículos automotores, reboques e carrocerias","12862523","Mil Reais"
"UF","33","Rio de Janeiro","2020","Total","93410280","Mil Reais"
"UF","33","Rio de Janeiro","2020","B Indústrias extrativas","3059319","Mil Reais"
"UF","33","Rio de Janeiro","2020","C Indústrias de transformação","90350961","Mil Reais"
"UF","33","Rio de Janeiro","2020","10 Fabricação de produtos alimentícios","6943463","Mil Reais"
"UF","33","Rio de Janeiro","2020","20 Fabricação de produtos químicos","11191867","Mil Reais"
"UF","33","Rio de Janeiro","2020","24 Metalurgia","21777655","Mil Reais"
"UF","33","Rio de Janeiro","2020","29 Fabricação de veículos automotores, reboques e carrocerias","9927017","Mil Reais"
"UF","33","Rio de Janeiro","2021","Total","130548719","Mil Reais"
"UF","33","Rio de Janeiro","2021","B Indústrias extrativas","2495153","Mil Reais"
"UF","33","Rio de Janeiro","2021","C Indústrias de transformação","128053566","Mil Reais"
"UF","33","Rio de Janeiro","2021","10 Fabricação de produtos alimentícios","8282738","Mil Reais"
"UF","33","Rio de Janeiro","2021","20 Fabricação de produtos químicos","12726041","Mil Reais"
"UF","33","Rio de Janeiro","2021","24 Metalurgia","40298073","Mil Reais"
"UF","33","Rio de Janeiro","2021","29 Fabricação de veículos automotores, reboques e carrocerias","17086822","Mil Reais"
"UF","33","Rio de Janeiro","2022","Total","158697401","Mil Reais"
"UF","33","Rio de Janeiro","2022","B Indústrias extrativas","7454886","Mil Reais"
"UF","33","Rio de Janeiro","2022","C Indústrias de transformação","151242515","Mil Reais"
"UF","33","Rio de Janeiro","2022","10 Fabricação de produtos alimentícios","10135094","Mil Reais"
"UF","33","Rio de Janeiro","2022","20 Fabricação de produtos químicos","12970278","Mil Reais"
"UF","33","Rio de Janeiro","2022","24 Metalurgia","42492495","Mil Reais"
"UF","33","Rio de Janeiro","2022","29 Fabricação de veículos automotores, reboques e carrocerias","20938589","Mil Reais"
"UF","33","Rio de Janeiro","2023","Total","150259417","Mil Reais"
"UF","33","Rio de Janeiro","2023","B Indústrias extrativas","11627350","Mil Reais"
"UF","33","Rio de Janeiro","2023","C Indústrias de transformação","138632067","Mil Reais"
"UF","33","Rio de Janeiro","2023","10 Fabricação de produtos alimentícios","9281432","Mil Reais"
"UF","33","Rio de Janeiro","2023","20 Fabricação de produtos químicos","12883184","Mil Reais"
"UF","33","Rio de Janeiro","2023","24 Metalurgia","36952200","Mil Reais"
"UF","33","Rio de Janeiro","2023","29 Fabricação de veículos automotores, reboques e carrocerias","15711799","Mil Reais"
"UF","35","São Paulo","2007","Total","287205030","Mil Reais"
"UF","35","São Paulo","2007","B Indústrias extrativas","329294","Mil Reais"
"UF","35","São Paulo","2007","C Indústrias de transformação","286875735","Mil Reais"
"UF","35","São Paulo","2007","10 Fabricação de produtos alimentícios","37818517","Mil Reais"
"UF","35","São Paulo","2007","20 Fabricação de produtos químicos","37797816","Mil Reais"
"UF","35","São Paulo","2007","24 Metalurgia","17047007","Mil Reais"
"UF","35","São Paulo","2007","29 Fabricação de veículos automotores, reboques e carrocerias","50886799","Mil Reais"
"UF","35","São Paulo","2008","Total","324982443","Mil Reais"
"UF","35","São Paulo","2008","B Indústrias extrativas","375068","Mil Reais"
"UF","35","São Paulo","2008","C Indústrias de transformação","324607375","Mil Reais"
"UF","35","São Paulo","2008","10 Fabricação de produtos alimentícios","40066695","Mil Reais"
"UF","35","São Paulo","2008","20 Fabricação de produtos químicos","43316923","Mil Reais"
"UF","35","São Paulo","2008","24 Metalurgia","19114504","Mil Reais"
"UF","35","São Paulo","2008","29 Fabricação de veículos automotores, reboques e carrocerias","57850228","Mil Reais"
"UF","35","São Paulo","2009","Total","289166088","Mil Reais"
"UF","35","São Paulo","2009","B Indústrias extrativas","646814","Mil Reais"
"UF","35","São Paulo","2009","C Indústrias de transformação","288519274","Mil Reais"
"UF","35","São Paulo","2009","10 Fabricação de produtos alimentícios","43690331","Mil Reais"
"UF","35","São Paulo","2009","20 Fabricação de produtos químicos","37688329","Mil Reais"
"UF","35","São Paulo","2009","24 Metalurgia","13545889","Mil Reais"
"UF","35","São Paulo","2009","29 Fabricação de veículos automotores, reboques e carrocerias","52055012","Mil Reais"
"UF","35","São Paulo","2010","Total","336284144","Mil Reais"
"UF","35","São Paulo","2010","B Indústrias extrativas","673713","Mil Reais"
"UF","35","São Paulo","2010","C Indústrias de transformação","335610431","Mil Reais"
"UF","35","São Paulo","2010","10 Fabricação de produtos alimentícios","50124371","Mil Reais"
"UF","35","São Paulo","2010","20 Fabricação de produtos químicos","41082748","Mil Reais"
"UF","35","São Paulo","2010","24 Metalurgia","16359406","Mil Reais"
"UF","35","São Paulo","2010","29 Fabricação de veículos automotores, reboques e carrocerias","65424143","Mil Reais"
"UF","35","São Paulo","2011","Total","363914573","Mil Reais"
"UF","35","São Paulo","2011","B Indústrias extrativas","671962","Mil Reais"
"UF","35","São Paulo","2011","C Indústrias de transformação","363242611","Mil Reais"
"UF","35","São Paulo","2011","10 Fabricação de produtos alimentícios","55549067","Mil Reais"
"UF","35","São Paulo","2011","20 Fabricação de produtos químicos","48116617","Mil Reais"
"UF","35","São Paulo","2011","24 Metalurgia","16491098","Mil Reais"
"UF","35","São Paulo","2011","29 Fabricação de veículos automotores, reboques e carrocerias","65733345","Mil Reais"
"UF","35","São Paulo","2012","Total","387301044","Mil Reais"
"UF","35","São Paulo","2012","B Indústrias extrativas","977616","Mil Reais"
"UF","35","São Paulo","2012","C Indústrias de transformação","386323428","Mil Reais"
"UF","35","São Paulo","2012","10 Fabricação de produtos alimentícios","62794578","Mil Reais"
"UF","35","São Paulo","2012","20 Fabricação de produtos químicos","54754767","Mil Reais"
"UF","35","São Paulo","2012","24 Metalurgia","17375557","Mil Reais"
"UF","35","São Paulo","2012","29 Fabricação de veículos automotores, reboques e carrocerias","66117999","Mil Reais"
"UF","35","São Paulo","2013","Total","431338149","Mil Reais"
"UF","35","São Paulo","2013","B Indústrias extrativas","1125289","Mil Reais"
"UF","35","São Paulo","2013","C Indústrias de transformação","430212860","Mil Reais"
"UF","35","São Paulo","2013","10 Fabricação de produtos alimentícios","67704401","Mil Reais"
"UF","35","São Paulo","2013","20 Fabricação de produtos químicos","62172515","Mil Reais"
"UF","35","São Paulo","2013","24 Metalurgia","20618353","Mil Reais"
"UF","35","São Paulo","2013","29 Fabricação de veículos automotores, reboques e carrocerias","77755668","Mil Reais"
"UF","35","São Paulo","2014","Total","443547310","Mil Reais"
"UF","35","São Paulo","2014","B Indústrias extrativas","1024639","Mil Reais"
"UF","35","São Paulo","2014","C Indústrias de transformação","442522671","Mil Reais"
"UF","35","São Paulo","2014","10 Fabricação de produtos alimentícios","74400908","Mil Reais"
"UF","35","São Paulo","2014","20 Fabricação de produtos químicos","63865799","Mil Reais"
"UF","35","São Paulo","2014","24 Metalurgia","20044335","Mil Reais"
"UF","35","São Paulo","2014","29 Fabricação de veículos automotores, reboques e carrocerias","71997169","Mil Reais"
"UF","35","São Paulo","2015","Total","430380680","Mil Reais"
"UF","35","São Paulo","2015","B Indústrias extrativas","594990","Mil Reais"
"UF","35","São Paulo","2015","C Indústrias de transformação","429785690","Mil Reais"
"UF","35","São Paulo","2015","10 Fabricação de produtos alimentícios","75282548","Mil Reais"
"UF","35","São Paulo","2015","20 Fabricação de produtos químicos","63513955","Mil Reais"
"UF","35","São Paulo","2015","24 Metalurgia","19892353","Mil Reais"
"UF","35","São Paulo","2015","29 Fabricação de veículos automotores, reboques e carrocerias","65248699","Mil Reais"
"UF","35","São Paulo","2016","Total","428416972","Mil Reais"
"UF","35","São Paulo","2016","B Indústrias extrativas","557200","Mil Reais"
"UF","35","São Paulo","2016","C Indústrias de transformação","427859772","Mil Reais"
"UF","35","São Paulo","2016","10 Fabricação de produtos alimentícios","88661207","Mil Reais"
"UF","35","São Paulo","2016","20 Fabricação de produtos químicos","63165715","Mil Reais"
"UF","35","São Paulo","2016","24 Metalurgia","17723019","Mil Reais"
"UF","35","São Paulo","2016","29 Fabricação de veículos automotores, reboques e carrocerias","64189563","Mil Reais"
"UF","35","São Paulo","2017","Total","444574753","Mil Reais"
"UF","35","São Paulo","2017","B Indústrias extrativas","644077","Mil Reais"
"UF","35","São Paulo","2017","C Indústrias de transformação","443930676","Mil Reais"
"UF","35","São Paulo","2017","10 Fabricação de produtos alimentícios","85119252","Mil Reais"
"UF","35","São Paulo","2017","20 Fabricação de produtos químicos","66894478","Mil Reais"
"UF","35","São Paulo","2017","24 Metalurgia","21474590","Mil Reais"
"UF","35","São Paulo","2017","29 Fabricação de veículos automotores, reboques e carrocerias","74618387","Mil Reais"
"UF","35","São Paulo","2018","Total","519960609","Mil Reais"
"UF","35","São Paulo","2018","B Indústrias extrativas","560171","Mil Reais"
"UF","35","São Paulo","2018","C Indústrias de transformação","519400438","Mil Reais"
"UF","35","São Paulo","2018","10 Fabricação de produtos alimentícios","85072970","Mil Reais"
"UF","35","São Paulo","2018","20 Fabricação de produtos químicos","80447571","Mil Reais"
"UF","35","São Paulo","2018","24 Metalurgia","29385950","Mil Reais"
"UF","35","São Paulo","2018","29 Fabricação de veículos automotores, reboques e carrocerias","89715203","Mil Reais"
"UF","35","São Paulo","2019","Total","553937187","Mil Reais"
"UF","35","São Paulo","2019","B Indústrias extrativas","612136","Mil Reais"
"UF","35","São Paulo","2019","C Indústrias de transformação","553325051","Mil Reais"
"UF","35","São Paulo","2019","10 Fabricação de produtos alimentícios","85925453","Mil Reais"
"UF","35","São Paulo","2019","20 Fabricação de produtos químicos","87894883","Mil Reais"
"UF","35","São Paulo","2019","24 Metalurgia","28174311","Mil Reais"
"UF","35","São Paulo","2019","29 Fabricação de veículos automotores, reboques e carrocerias","97021313","Mil Reais"
"UF","35","São Paulo","2020","Total","601437928","Mil Reais"
"UF","35","São Paulo","2020","B Indústrias extrativas","943156","Mil Reais"
"UF","35","São Paulo","2020","C Indústrias de transformação","600494772","Mil Reais"
"UF","35","São Paulo","2020","10 Fabricação de produtos alimentícios","112294065","Mil Reais"
"UF","35","São Paulo","2020","20 Fabricação de produtos químicos","105173281","Mil Reais"
"UF","35","São Paulo","2020","24 Metalurgia","31014768","Mil Reais"
"UF","35","São Paulo","2020","29 Fabricação de veículos automotores, reboques e carrocerias","87172664","Mil Reais"
"UF","35","São Paulo","2021","Total","838725062","Mil Reais"
"UF","35","São Paulo","2021","B Indústrias extrativas","1577156","Mil Reais"
"UF","35","São Paulo","2021","C Indústrias de transformação","837147906","Mil Reais"
"UF","35","São Paulo","2021","10 Fabricação de produtos alimentícios","143864278","Mil Reais"
"UF","35","São Paulo","2021","20 Fabricação de produtos químicos","143291215","Mil Reais"
"UF","35","São Paulo","2021","24 Metalurgia","58655268","Mil Reais"
"UF","35","São Paulo","2021","29 Fabricação de veículos automotores, reboques e carrocerias","125356640","Mil Reais"
"UF","35","São Paulo","2022","Total","996629222","Mil Reais"
"UF","35","São Paulo","2022","B Indústrias extrativas","2611998","Mil Reais"
"UF","35","São Paulo","2022","C Indústrias de transformação","994017224","Mil Reais"
"UF","35","São Paulo","2022","10 Fabricação de produtos alimentícios","175410951","Mil Reais"
"UF","35","São Paulo","2022","20 Fabricação de produtos químicos","179923787","Mil Reais"
"UF","35","São Paulo","2022","24 Metalurgia","62275100","Mil Reais"
"UF","35","São Paulo","2022","29 Fabricação de veículos automotores, reboques e carrocerias","158006240","Mil Reais"
"UF","35","São Paulo","2023","Total","939172786","Mil Reais"
"UF","35","São Paulo","2023","B Indústrias extrativas","2479335","Mil Reais"
"UF","35","São Paulo","2023","C Indústrias de transformação","936693451","Mil Reais"
"UF","35","São Paulo","2023","10 Fabricação de produtos alimentícios","179465146","Mil Reais"
"UF","35","São Paulo","2023","20 Fabricação de produtos químicos","152117565","Mil Reais"
"UF","35","São Paulo","2023","24 Metalurgia","52328415","Mil Reais"
"UF","35","São Paulo","2023","29 Fabricação de veículos automotores, reboques e carrocerias","156516120","Mil Reais"
"UF","41","Paraná","2007","Total","54804193","Mil Reais"
"UF","41","Paraná","2007","B Indústrias extrativas","91587","Mil Reais"
"UF","41","Paraná","2007","C Indústrias de transformação","54712606","Mil Reais"
"UF","41","Paraná","2007","10 Fabricação de produtos alimentícios","15302796","Mil Reais"
"UF","41","Paraná","2007","20 Fabricação de produtos químicos","5419470","Mil Reais"
"UF","41","Paraná","2007","24 Metalurgia","994742","Mil Reais"
"UF","41","Paraná","2007","29 Fabricação de veículos automotores, reboques e carrocerias","9892283","Mil Reais"
"UF","41","Paraná","2008","Total","65314681","Mil Reais"
"UF","41","Paraná","2008","B Indústrias extrativas","117906","Mil Reais"
"UF","41","Paraná","2008","C Indústrias de transformação","65196775","Mil Reais"
"UF","41","Paraná","2008","10 Fabricação de produtos alimentícios","18475412","Mil Reais"
"UF","41","Paraná","2008","20 Fabricação de produtos químicos","7884365","Mil Reais"
"UF","41","Paraná","2008","24 Metalurgia","1285729","Mil Reais"
"UF","41","Paraná","2008","29 Fabricação de veículos automotores, reboques e carrocerias","11408072","Mil Reais"
"UF","41","Paraná","2009","Total","58380245","Mil Reais"
"UF","41","Paraná","2009","B Indústrias extrativas","140651","Mil Reais"
"UF","41","Paraná","2009","C Indústrias de transformação","58239594","Mil Reais"
"UF","41","Paraná","2009","10 Fabricação de produtos alimentícios","17442939","Mil Reais"
"UF","41","Paraná","2009","20 Fabricação de produtos químicos","6367806","Mil Reais"
"UF","41","Paraná","2009","24 Metalurgia","1085800","Mil Reais"
"UF","41","Paraná","2009","29 Fabricação de veículos automotores, reboques e carrocerias","9947582","Mil Reais"
"UF","41","Paraná","2010","Total","65809469","Mil Reais"
"UF","41","Paraná","2010","B Indústrias extrativas","139022","Mil Reais"
"UF","41","Paraná","2010","C Indústrias de transformação","65670447","Mil Reais"
"UF","41","Paraná","2010","10 Fabricação de produtos alimentícios","18064303","Mil Reais"
"UF","41","Paraná","2010","20 Fabricação de produtos químicos","6385757","Mil Reais"
"UF","41","Paraná","2010","24 Metalurgia","980579","Mil Reais"
"UF","41","Paraná","2010","29 Fabricação de veículos automotores, reboques e carrocerias","12374140","Mil Reais"
"UF","41","Paraná","2011","Total","77105435","Mil Reais"
"UF","41","Paraná","2011","B Indústrias extrativas","199217","Mil Reais"
"UF","41","Paraná","2011","C Indústrias de transformação","76906218","Mil Reais"
"UF","41","Paraná","2011","10 Fabricação de produtos alimentícios","21799861","Mil Reais"
"UF","41","Paraná","2011","20 Fabricação de produtos químicos","7512778","Mil Reais"
"UF","41","Paraná","2011","24 Metalurgia","1640304","Mil Reais"
"UF","41","Paraná","2011","29 Fabricação de veículos automotores, reboques e carrocerias","15572381","Mil Reais"
"UF","41","Paraná","2012","Total","90862484","Mil Reais"
"UF","41","Paraná","2012","B Indústrias extrativas","118547","Mil Reais"
"UF","41","Paraná","2012","C Indústrias de transformação","90743937","Mil Reais"
"UF","41","Paraná","2012","10 Fabricação de produtos alimentícios","26922452","Mil Reais"
"UF","41","Paraná","2012","20 Fabricação de produtos químicos","9595151","Mil Reais"
"UF","41","Paraná","2012","24 Metalurgia","1486138","Mil Reais"
"UF","41","Paraná","2012","29 Fabricação de veículos automotores, reboques e carrocerias","18759590","Mil Reais"
"UF","41","Paraná","2013","Total","102184304","Mil Reais"
"UF","41","Paraná","2013","B Indústrias extrativas","117520","Mil Reais"
"UF","41","Paraná","2013","C Indústrias de transformação","102066784","Mil Reais"
"UF","41","Paraná","2013","10 Fabricação de produtos alimentícios","29824936","Mil Reais"
"UF","41","Paraná","2013","20 Fabricação de produtos químicos","10526352","Mil Reais"
"UF","41","Paraná","2013","24 Metalurgia","1697735","Mil Reais"
"UF","41","Paraná","2013","29 Fabricação de veículos automotores, reboques e carrocerias","20211995","Mil Reais"
"UF","41","Paraná","2014","Total","103742058","Mil Reais"
"UF","41","Paraná","2014","B Indústrias extrativas","171590","Mil Reais"
"UF","41","Paraná","2014","C Indústrias de transformação","103570468","Mil Reais"
"UF","41","Paraná","2014","10 Fabricação de produtos alimentícios","33196840","Mil Reais"
