"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","12","Acre","2007","29 Fabricação de veículos automotores, reboques e carrocerias","1011","Mil Reais"
"UF","12","Acre","2008","Total","342899","Mil Reais"
"UF","12","Acre","2008","B Indústrias extrativas","2895","Mil Reais"
"UF","12","Acre","2008","C Indústrias de transformação","340004","Mil Reais"
"UF","12","Acre","2008","10 Fabricação de produtos alimentícios","195467","Mil Reais"
"UF","12","Acre","2008","20 Fabricação de produtos químicos","2414","Mil Reais"
"UF","12","Acre","2008","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2008","29 Fabricação de veículos automotores, reboques e carrocerias","1042","Mil Reais"
"UF","12","Acre","2009","Total","525588","Mil Reais"
"UF","12","Acre","2009","B Indústrias extrativas","3805","Mil Reais"
"UF","12","Acre","2009","C Indústrias de transformação","521783","Mil Reais"
"UF","12","Acre","2009","10 Fabricação de produtos alimentícios","371335","Mil Reais"
"UF","12","Acre","2009","20 Fabricação de produtos químicos","2158","Mil Reais"
"UF","12","Acre","2009","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2009","29 Fabricação de veículos automotores, reboques e carrocerias","1548","Mil Reais"
"UF","12","Acre","2010","Total","540416","Mil Reais"
"UF","12","Acre","2010","B Indústrias extrativas","3141","Mil Reais"
"UF","12","Acre","2010","C Indústrias de transformação","537275","Mil Reais"
"UF","12","Acre","2010","10 Fabricação de produtos alimentícios","233358","Mil Reais"
"UF","12","Acre","2010","20 Fabricação de produtos químicos","1223","Mil Reais"
"UF","12","Acre","2010","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2010","29 Fabricação de veículos automotores, reboques e carrocerias","X","Mil Reais"
"UF","12","Acre","2011","Total","650600","Mil Reais"
"UF","12","Acre","2011","B Indústrias extrativas","3782","Mil Reais"
"UF","12","Acre","2011","C Indústrias de transformação","646818","Mil Reais"
"UF","12","Acre","2011","10 Fabricação de produtos alimentícios","362672","Mil Reais"
"UF","12","Acre","2011","20 Fabricação de produtos químicos","1111","Mil Reais"
"UF","12","Acre","2011","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2011","29 Fabricação de veículos automotores, reboques e carrocerias","2137","Mil Reais"
"UF","12","Acre","2012","Total","640370","Mil Reais"
"UF","12","Acre","2012","B Indústrias extrativas","X","Mil Reais"
"UF","12","Acre","2012","C Indústrias de transformação","X","Mil Reais"
"UF","12","Acre","2012","10 Fabricação de produtos alimentícios","395061","Mil Reais"
"UF","12","Acre","2012","20 Fabricação de produtos químicos","1546","Mil Reais"
"UF","12","Acre","2012","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2012","29 Fabricação de veículos automotores, reboques e carrocerias","545","Mil Reais"
"UF","12","Acre","2013","Total","843427","Mil Reais"
"UF","12","Acre","2013","B Indústrias extrativas","13575","Mil Reais"
"UF","12","Acre","2013","C Indústrias de transformação","829852","Mil Reais"
"UF","12","Acre","2013","10 Fabricação de produtos alimentícios","532538","Mil Reais"
"UF","12","Acre","2013","20 Fabricação de produtos químicos","2013","Mil Reais"
"UF","12","Acre","2013","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2013","29 Fabricação de veículos automotores, reboques e carrocerias","2116","Mil Reais"
"UF","12","Acre","2014","Total","1135475","Mil Reais"
"UF","12","Acre","2014","B Indústrias extrativas","6008","Mil Reais"
"UF","12","Acre","2014","C Indústrias de transformação","1129467","Mil Reais"
"UF","12","Acre","2014","10 Fabricação de produtos alimentícios","826379","Mil Reais"
"UF","12","Acre","2014","20 Fabricação de produtos químicos","2922","Mil Reais"
"UF","12","Acre","2014","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2014","29 Fabricação de veículos automotores, reboques e carrocerias","2810","Mil Reais"
"UF","12","Acre","2015","Total","992686","Mil Reais"
"UF","12","Acre","2015","B Indústrias extrativas","4512","Mil Reais"
"UF","12","Acre","2015","C Indústrias de transformação","988174","Mil Reais"
"UF","12","Acre","2015","10 Fabricação de produtos alimentícios","683783","Mil Reais"
"UF","12","Acre","2015","20 Fabricação de produtos químicos","7651","Mil Reais"
"UF","12","Acre","2015","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2015","29 Fabricação de veículos automotores, reboques e carrocerias","2675","Mil Reais"
"UF","12","Acre","2016","Total","1318164","Mil Reais"
"UF","12","Acre","2016","B Indústrias extrativas","3748","Mil Reais"
"UF","12","Acre","2016","C Indústrias de transformação","1314416","Mil Reais"
"UF","12","Acre","2016","10 Fabricação de produtos alimentícios","1061438","Mil Reais"
"UF","12","Acre","2016","20 Fabricação de produtos químicos","5270","Mil Reais"
"UF","12","Acre","2016","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2016","29 Fabricação de veículos automotores, reboques e carrocerias","1806","Mil Reais"
"UF","12","Acre","2017","Total","959546","Mil Reais"
"UF","12","Acre","2017","B Indústrias extrativas","2101","Mil Reais"
"UF","12","Acre","2017","C Indústrias de transformação","957445","Mil Reais"
"UF","12","Acre","2017","10 Fabricação de produtos alimentícios","771551","Mil Reais"
"UF","12","Acre","2017","20 Fabricação de produtos químicos","4087","Mil Reais"
"UF","12","Acre","2017","24 Metalurgia","X","Mil Reais"
"UF","12","Acre","2017","29 Fabricação de veículos automotores, reboques e carrocerias","1995","Mil Reais"
"UF","12","Acre","2018","Total","1086503","Mil Reais"
"UF","12","Acre","2018","B Indústrias extrativas","4800","Mil Reais"
"UF","12","Acre","2018","C Indústrias de transformação","1081703","Mil Reais"
"UF","12","Acre","2018","10 Fabricação de produtos alimentícios","875242","Mil Reais"
"UF","12","Acre","2018","20 Fabricação de produtos químicos","X","Mil Reais"
"UF","12","Acre","2018","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2018","29 Fabricação de veículos automotores, reboques e carrocerias","2312","Mil Reais"
"UF","12","Acre","2019","Total","1024750","Mil Reais"
"UF","12","Acre","2019","B Indústrias extrativas","5092","Mil Reais"
"UF","12","Acre","2019","C Indústrias de transformação","1019658","Mil Reais"
"UF","12","Acre","2019","10 Fabricação de produtos alimentícios","834929","Mil Reais"
"UF","12","Acre","2019","20 Fabricação de produtos químicos","3125","Mil Reais"
"UF","12","Acre","2019","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2019","29 Fabricação de veículos automotores, reboques e carrocerias","2443","Mil Reais"
"UF","12","Acre","2020","Total","1092747","Mil Reais"
"UF","12","Acre","2020","B Indústrias extrativas","3262","Mil Reais"
"UF","12","Acre","2020","C Indústrias de transformação","1089485","Mil Reais"
"UF","12","Acre","2020","10 Fabricação de produtos alimentícios","878713","Mil Reais"
"UF","12","Acre","2020","20 Fabricação de produtos químicos","991","Mil Reais"
"UF","12","Acre","2020","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2020","29 Fabricação de veículos automotores, reboques e carrocerias","X","Mil Reais"
"UF","12","Acre","2021","Total","1774729","Mil Reais"
"UF","12","Acre","2021","B Indústrias extrativas","3932","Mil Reais"
"UF","12","Acre","2021","C Indústrias de transformação","1770797","Mil Reais"
"UF","12","Acre","2021","10 Fabricação de produtos alimentícios","1386328","Mil Reais"
"UF","12","Acre","2021","20 Fabricação de produtos químicos","62655","Mil Reais"
"UF","12","Acre","2021","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2021","29 Fabricação de veículos automotores, reboques e carrocerias","3792","Mil Reais"
"UF","12","Acre","2022","Total","2177552","Mil Reais"
"UF","12","Acre","2022","B Indústrias extrativas","383","Mil Reais"
"UF","12","Acre","2022","C Indústrias de transformação","2177169","Mil Reais"
"UF","12","Acre","2022","10 Fabricação de produtos alimentícios","1749029","Mil Reais"
"UF","12","Acre","2022","20 Fabricação de produtos químicos","3061","Mil Reais"
"UF","12","Acre","2022","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2022","29 Fabricação de veículos automotores, reboques e carrocerias","X","Mil Reais"
"UF","12","Acre","2023","Total","2528949","Mil Reais"
"UF","12","Acre","2023","B Indústrias extrativas","3142","Mil Reais"
"UF","12","Acre","2023","C Indústrias de transformação","2525807","Mil Reais"
"UF","12","Acre","2023","10 Fabricação de produtos alimentícios","2167948","Mil Reais"
"UF","12","Acre","2023","20 Fabricação de produtos químicos","X","Mil Reais"
"UF","12","Acre","2023","24 Metalurgia","-","Mil Reais"
"UF","12","Acre","2023","29 Fabricação de veículos automotores, reboques e carrocerias","2784","Mil Reais"
"UF","13","Amazonas","2007","Total","50268021","Mil Reais"
"UF","13","Amazonas","2007","B Indústrias extrativas","59594","Mil Reais"
"UF","13","Amazonas","2007","C Indústrias de transformação","50208427","Mil Reais"
"UF","13","Amazonas","2007","10 Fabricação de produtos alimentícios","376406","Mil Reais"
"UF","13","Amazonas","2007","20 Fabricação de produtos químicos","933474","Mil Reais"
"UF","13","Amazonas","2007","24 Metalurgia","1112680","Mil Reais"
"UF","13","Amazonas","2007","29 Fabricação de veículos automotores, reboques e carrocerias","459662","Mil Reais"
"UF","13","Amazonas","2008","Total","56589118","Mil Reais"
"UF","13","Amazonas","2008","B Indústrias extrativas","98903","Mil Reais"
"UF","13","Amazonas","2008","C Indústrias de transformação","56490215","Mil Reais"
"UF","13","Amazonas","2008","10 Fabricação de produtos alimentícios","437089","Mil Reais"
"UF","13","Amazonas","2008","20 Fabricação de produtos químicos","1000700","Mil Reais"
"UF","13","Amazonas","2008","24 Metalurgia","1277189","Mil Reais"
"UF","13","Amazonas","2008","29 Fabricação de veículos automotores, reboques e carrocerias","570000","Mil Reais"
"UF","13","Amazonas","2009","Total","53355810","Mil Reais"
"UF","13","Amazonas","2009","B Indústrias extrativas","150163","Mil Reais"
"UF","13","Amazonas","2009","C Indústrias de transformação","53205647","Mil Reais"
"UF","13","Amazonas","2009","10 Fabricação de produtos alimentícios","346741","Mil Reais"
"UF","13","Amazonas","2009","20 Fabricação de produtos químicos","957477","Mil Reais"
"UF","13","Amazonas","2009","24 Metalurgia","1084223","Mil Reais"
"UF","13","Amazonas","2009","29 Fabricação de veículos automotores, reboques e carrocerias","433284","Mil Reais"
"UF","13","Amazonas","2010","Total","59663028","Mil Reais"
"UF","13","Amazonas","2010","B Indústrias extrativas","186007","Mil Reais"
"UF","13","Amazonas","2010","C Indústrias de transformação","59477021","Mil Reais"
"UF","13","Amazonas","2010","10 Fabricação de produtos alimentícios","469368","Mil Reais"
"UF","13","Amazonas","2010","20 Fabricação de produtos químicos","1110157","Mil Reais"
"UF","13","Amazonas","2010","24 Metalurgia","1386006","Mil Reais"
"UF","13","Amazonas","2010","29 Fabricação de veículos automotores, reboques e carrocerias","602353","Mil Reais"
"UF","13","Amazonas","2011","Total","64570224","Mil Reais"
"UF","13","Amazonas","2011","B Indústrias extrativas","387854","Mil Reais"
"UF","13","Amazonas","2011","C Indústrias de transformação","64182370","Mil Reais"
"UF","13","Amazonas","2011","10 Fabricação de produtos alimentícios","647037","Mil Reais"
"UF","13","Amazonas","2011","20 Fabricação de produtos químicos","1141224","Mil Reais"
"UF","13","Amazonas","2011","24 Metalurgia","1741302","Mil Reais"
"UF","13","Amazonas","2011","29 Fabricação de veículos automotores, reboques e carrocerias","733350","Mil Reais"
"UF","13","Amazonas","2012","Total","67427377","Mil Reais"
"UF","13","Amazonas","2012","B Indústrias extrativas","668294","Mil Reais"
"UF","13","Amazonas","2012","C Indústrias de transformação","66759083","Mil Reais"
"UF","13","Amazonas","2012","10 Fabricação de produtos alimentícios","818007","Mil Reais"
"UF","13","Amazonas","2012","20 Fabricação de produtos químicos","932661","Mil Reais"
"UF","13","Amazonas","2012","24 Metalurgia","1596721","Mil Reais"
"UF","13","Amazonas","2012","29 Fabricação de veículos automotores, reboques e carrocerias","634044","Mil Reais"
"UF","13","Amazonas","2013","Total","80186322","Mil Reais"
"UF","13","Amazonas","2013","B Indústrias extrativas","943247","Mil Reais"
"UF","13","Amazonas","2013","C Indústrias de transformação","79243075","Mil Reais"
"UF","13","Amazonas","2013","10 Fabricação de produtos alimentícios","829860","Mil Reais"
"UF","13","Amazonas","2013","20 Fabricação de produtos químicos","1400715","Mil Reais"
"UF","13","Amazonas","2013","24 Metalurgia","1732676","Mil Reais"
"UF","13","Amazonas","2013","29 Fabricação de veículos automotores, reboques e carrocerias","481958","Mil Reais"
"UF","13","Amazonas","2014","Total","84500495","Mil Reais"
"UF","13","Amazonas","2014","B Indústrias extrativas","1089217","Mil Reais"
"UF","13","Amazonas","2014","C Indústrias de transformação","83411278","Mil Reais"
"UF","13","Amazonas","2014","10 Fabricação de produtos alimentícios","854880","Mil Reais"
"UF","13","Amazonas","2014","20 Fabricação de produtos químicos","1437665","Mil Reais"
"UF","13","Amazonas","2014","24 Metalurgia","1623188","Mil Reais"
"UF","13","Amazonas","2014","29 Fabricação de veículos automotores, reboques e carrocerias","476647","Mil Reais"
"UF","13","Amazonas","2015","Total","79121375","Mil Reais"
"UF","13","Amazonas","2015","B Indústrias extrativas","1636459","Mil Reais"
"UF","13","Amazonas","2015","C Indústrias de transformação","77484916","Mil Reais"
"UF","13","Amazonas","2015","10 Fabricação de produtos alimentícios","913585","Mil Reais"
"UF","13","Amazonas","2015","20 Fabricação de produtos químicos","1388674","Mil Reais"
"UF","13","Amazonas","2015","24 Metalurgia","1131711","Mil Reais"
"UF","13","Amazonas","2015","29 Fabricação de veículos automotores, reboques e carrocerias","510792","Mil Reais"
"UF","13","Amazonas","2016","Total","74867758","Mil Reais"
"UF","13","Amazonas","2016","B Indústrias extrativas","1271757","Mil Reais"
"UF","13","Amazonas","2016","C Indústrias de transformação","73596001","Mil Reais"
"UF","13","Amazonas","2016","10 Fabricação de produtos alimentícios","946936","Mil Reais"
"UF","13","Amazonas","2016","20 Fabricação de produtos químicos","1391733","Mil Reais"
"UF","13","Amazonas","2016","24 Metalurgia","1206693","Mil Reais"
"UF","13","Amazonas","2016","29 Fabricação de veículos automotores, reboques e carrocerias","818865","Mil Reais"
"UF","13","Amazonas","2017","Total","82721057","Mil Reais"
"UF","13","Amazonas","2017","B Indústrias extrativas","1456262","Mil Reais"
"UF","13","Amazonas","2017","C Indústrias de transformação","81264795","Mil Reais"
